animal_id,name,animal_type,outcome_subtype,sex_upon_outcome,age_upon_outcome
A695617,,Cat,Suffering,Neutered Male,12 years
A695654,*Asha,Dog,Suffering,Intact Female,8 months
A695661,,Cat,Suffering,Intact Female,7 years
A695670,,Dog,Suffering,Intact Male,1 month
A695672,,Dog,Suffering,Unknown,11 years
A695709,Hobie,Dog,Rabies Risk,Neutered Male,3 years
A695723,,Cat,Suffering,Intact Female,6 years
A695726,,Cat,Suffering,Neutered Male,5 years
A695750,Loca,Dog,Suffering,Intact Female,13 years
A695759,*Popsicle,Cat,Suffering,Intact Female,1 year
A695777,Zulu,Dog,Rabies Risk,Neutered Male,1 year
A695788,Percy,Dog,Suffering,Spayed Female,5 years
A695798,Jim,Cat,Suffering,Neutered Male,10 months
A695798,Jim,Cat,Suffering,Neutered Male,10 months
A695799,Minion,Dog,Aggressive,Neutered Male,3 years
A695883,,Dog,Aggressive,Neutered Male,5 years
A695935,,Cat,Suffering,Intact Male,2 years
A695944,,Cat,Suffering,Intact Male,4 years
A695954,,Dog,Suffering,Intact Female,5 years
A695971,,Cat,Suffering,Intact Male,6 years
A695984,,Dog,Suffering,Intact Male,10 months
A696004,Lucy,Dog,Rabies Risk,Spayed Female,5 years
A696014,,Dog,Suffering,Intact Male,10 months
A696033,,Cat,Suffering,Intact Female,1 year
A696070,Katie,Dog,Medical,Spayed Female,9 years
A696120,Mousie,Dog,Aggressive,Spayed Female,2 years
A696154,,Cat,Medical,Intact Male,4 months
A696264,Chocolate,Dog,Aggressive,Neutered Male,2 years
A696274,,Cat,Suffering,Intact Male,1 year
A696276,*Rubix,Dog,Aggressive,Intact Male,2 years
A696278,,Dog,Aggressive,Intact Male,2 years
A696283,Princess,Dog,Court/Investigation,Spayed Female,3 years
A696319,,Dog,Suffering,Neutered Male,12 years
A696366,,Cat,Suffering,Intact Male,5 years
A696381,Tiger,Dog,Aggressive,Neutered Male,5 years
A696390,Roswell,Dog,Aggressive,Intact Male,6 years
A696451,,Dog,Suffering,Intact Male,2 years
A696454,*Polar,Dog,Suffering,Neutered Male,11 years
A696478,Max,Dog,Suffering,Intact Male,1 year
A696502,Buddy,Dog,Medical,Intact Male,4 years
A696517,,Cat,Suffering,Intact Male,2 years
A696520,*Skunky,Dog,Aggressive,Intact Female,2 years
A696527,,Cat,Suffering,Intact Male,2 months
A696540,*Robbie,Dog,Suffering,Neutered Male,5 years
A696541,,Dog,Aggressive,Intact Female,4 years
A696598,,Cat,Suffering,Intact Male,1 year
A696623,King,Dog,Suffering,Neutered Male,2 years
A696628,,Cat,Suffering,Intact Male,1 year
A696683,Cooper,Dog,Behavior,Intact Female,3 years
A696705,,Cat,Suffering,Neutered Male,10 years
A696708,,Cat,Suffering,Neutered Male,8 years
A696716,Biggie,Cat,Suffering,Neutered Male,13 years
A696721,,Cat,Suffering,Intact Male,1 year
A696735,,Cat,Suffering,Intact Male,2 years
A696752,,Dog,Suffering,Intact Female,2 years
A696760,Chance,Dog,Suffering,Neutered Male,3 years
A696795,Talia,Dog,Suffering,Spayed Female,13 years
A696858,Olive Oil,Dog,Suffering,Intact Female,4 months
A696876,,Cat,Suffering,Unknown,1 year
A696941,Dottie,Dog,Aggressive,Spayed Female,2 years
A696954,*Collin,Dog,Aggressive,Intact Male,1 year
A696960,,Cat,Suffering,Intact Male,2 years
A696984,,Dog,Suffering,Intact Male,2 years
A696996,,Cat,Suffering,Neutered Male,7 years
A697049,*Marigold,Cat,Suffering,Spayed Female,1 year
A697081,,Cat,Suffering,Intact Male,2 years
A697092,Rocky,Dog,Aggressive,Neutered Male,3 years
A697103,,Dog,Suffering,Unknown,3 years
A697142,Red Girl,Dog,Rabies Risk,Spayed Female,1 year
A697148,,Dog,Suffering,Neutered Male,4 years
A697158,*Max,Dog,Medical,Neutered Male,1 year
A697211,,Cat,Suffering,Intact Male,1 year
A697230,Minena,Cat,Suffering,Intact Female,9 years
A697236,Daisy,Dog,Suffering,Unknown,13 years
A697288,Lina,Dog,Medical,Intact Female,8 years
A697309,Biscuit,Dog,Suffering,Intact Male,2 months
A697354,,Cat,Suffering,Intact Male,4 years
A697390,,Dog,Suffering,Intact Male,8 years
A697413,B.J.,Cat,Suffering,Intact Female,2 years
A697424,Pepper,Dog,Rabies Risk,Neutered Male,6 years
A697473,*Brook,Dog,Suffering,Spayed Female,5 years
A697475,Coco,Dog,Suffering,Intact Female,14 years
A697479,,Cat,Suffering,Intact Male,1 year
A697490,,Dog,Aggressive,Intact Female,1 year
A697531,,Dog,Aggressive,Intact Female,2 years
A697536,,Dog,Suffering,Intact Male,12 years
A697571,Camelia,Dog,Suffering,Intact Female,11 months
A697573,Gucci,Dog,Behavior,Neutered Male,2 years
A697596,,Cat,Suffering,Intact Female,2 months
A697613,,Cat,Suffering,Intact Female,8 years
A697686,*Remy,Cat,Suffering,Spayed Female,8 years
A697794,*Trent,Dog,Aggressive,Neutered Male,3 years
A697797,,Dog,Suffering,Intact Male,2 years
A697807,,Cat,Suffering,Intact Male,2 years
A697815,,Cat,Suffering,Neutered Male,12 years
A697856,Black,Dog,Aggressive,Intact Male,8 years
A697897,,Cat,Suffering,Intact Male,3 years
A697909,*Fergie,Dog,Behavior,Spayed Female,1 year
A697930,,Dog,Rabies Risk,Spayed Female,12 years
A698009,Panther,Cat,Suffering,Intact Male,2 years
A698015,Snow,Cat,Suffering,Intact Male,1 year
A698148,,Cat,Suffering,Intact Male,5 years
A698154,,Dog,Suffering,Intact Male,2 years
A698183,*Eleanor,Dog,Suffering,Intact Female,2 years
A698207,,Cat,Suffering,Intact Male,7 years
A698220,Chikita,Dog,Aggressive,Spayed Female,2 years
A698256,*Gertie,Cat,Medical,Spayed Female,3 years
A698301,*Angel,Cat,Suffering,Intact Female,2 years
A698329,,Cat,Suffering,Spayed Female,3 years
A698354,,Dog,Suffering,Neutered Male,10 years
A698365,,Cat,Suffering,Neutered Male,2 years
A698431,,Dog,Suffering,Intact Female,2 years
A698473,Oreo,Dog,Suffering,Neutered Male,1 year
A698513,,Dog,Suffering,Intact Male,2 years
A698522,Major,Dog,Medical,Neutered Male,4 years
A698572,Tito,Dog,Suffering,Neutered Male,13 years
A698574,,Cat,Suffering,Spayed Female,2 years
A698578,,Cat,Suffering,Intact Female,1 year
A698581,Lucky,Dog,Suffering,Neutered Male,4 years
A698582,,Cat,Suffering,Intact Male,1 year
A698597,Thiago,Dog,Behavior,Intact Male,2 years
A698626,*Oscar,Cat,Suffering,Neutered Male,12 years
A698635,,Cat,Suffering,Intact Female,6 months
A698641,Sampson,Dog,Suffering,Neutered Male,10 years
A698692,,Cat,Suffering,Intact Male,2 years
A698697,Daisy,Cat,Suffering,Spayed Female,14 years
A698781,Sandy,Dog,Suffering,Spayed Female,3 years
A698793,Rocky,Dog,Aggressive,Intact Male,4 years
A698811,,Dog,Rabies Risk,Intact Male,2 months
A698857,Doobie,Dog,Aggressive,Neutered Male,4 years
A698858,Zoe,Dog,Aggressive,Spayed Female,3 years
A698859,Shadow,Dog,Aggressive,Spayed Female,3 years
A698862,*Pickles,Cat,Suffering,Intact Female,2 years
A698883,,Cat,Suffering,Intact Male,1 year
A698938,Cocoa,Dog,Aggressive,Spayed Female,4 years
A698981,,Cat,Suffering,Intact Female,1 year
A699014,,Cat,Suffering,Unknown,0 years
A699047,,Dog,Medical,Unknown,2 months
A699092,,Cat,Suffering,Neutered Male,5 years
A699136,,Cat,Suffering,Intact Male,6 years
A699175,Mojo,Dog,Aggressive,Neutered Male,4 years
A699284,,Dog,Suffering,Intact Male,2 years
A699297,*Ruben,Dog,Aggressive,Neutered Male,2 years
A699350,,Dog,Medical,Intact Female,8 months
A699387,Javier,Cat,Suffering,Intact Female,14 years
A699423,,Cat,Suffering,Intact Male,2 years
A699493,,Cat,Suffering,Neutered Male,5 years
A699502,,Cat,Suffering,Intact Female,1 year
A699507,,Cat,Suffering,Unknown,2 years
A699530,,Cat,Suffering,Intact Female,5 months
A699549,,Dog,Suffering,Intact Male,3 years
A699557,Tortoise,Cat,Suffering,Intact Female,13 years
A699558,Zuester,Dog,Behavior,Neutered Male,2 years
A699570,Lee,Cat,Suffering,Neutered Male,5 years
A699573,,Dog,Suffering,Intact Female,7 years
A699604,Molly,Dog,Behavior,Spayed Female,2 years
A699736,Princess,Dog,Suffering,Spayed Female,12 years
A699749,,Cat,Suffering,Intact Female,10 years
A699752,K.C.,Dog,Suffering,Unknown,14 years
A699793,,Dog,Suffering,Spayed Female,8 years
A699827,,Dog,Suffering,Intact Female,1 month
A699870,Perro,Dog,Aggressive,Intact Female,2 years
A699884,,Cat,Suffering,Unknown,2 years
A699942,Tuby,Cat,Suffering,Neutered Male,17 years
A699957,Lear,Cat,Suffering,Neutered Male,10 years
A699962,,Dog,Suffering,Intact Female,10 years
A699974,Caine,Dog,Aggressive,Neutered Male,1 year
A699976,Smokey,Dog,Aggressive,Spayed Female,2 years
A700027,,Dog,Aggressive,Intact Female,1 year
A700039,,Cat,Suffering,Intact Male,2 years
A700081,,Dog,Medical,Neutered Male,10 years
A700170,Haze,Dog,Suffering,Spayed Female,7 months
A700189,,Cat,Rabies Risk,Spayed Female,1 year
A700192,Star,Dog,Aggressive,Spayed Female,2 years
A700194,Hershey,Dog,Aggressive,Spayed Female,2 years
A700196,Cookie,Dog,Aggressive,Spayed Female,4 years
A700218,,Cat,Suffering,Neutered Male,2 years
A700228,,Dog,Medical,Intact Female,2 years
A700274,,Cat,Suffering,Intact Male,5 years
A700335,*Dorchester,Dog,Rabies Risk,Neutered Male,2 years
A700354,,Cat,Suffering,Intact Male,4 years
A700357,,Dog,Suffering,Intact Female,1 month
A700389,,Cat,Suffering,Intact Male,2 years
A700419,,Dog,Suffering,Neutered Male,10 years
A700426,*Marco,Dog,Aggressive,Intact Male,1 year
A700477,,Dog,Suffering,Intact Female,6 months
A700528,Booboo,Dog,Suffering,Intact Male,14 years
A700536,Junior,Dog,Aggressive,Intact Male,2 years
A700582,,Cat,Suffering,Intact Female,2 years
A700646,Lady,Dog,Aggressive,Spayed Female,2 years
A700752,,Cat,Suffering,Unknown,5 years
A700768,,Dog,Suffering,Intact Male,15 years
A700769,Max,Dog,Aggressive,Intact Male,1 year
A700775,,Cat,Suffering,Unknown,3 weeks
A700776,,Cat,Suffering,Unknown,3 weeks
A700795,Teddy,Dog,Behavior,Neutered Male,1 year
A700815,,Cat,Suffering,Intact Male,2 years
A700865,Jasmine,Dog,Suffering,Intact Female,1 year
A700948,,Dog,Suffering,Unknown,9 years
A700984,Minnie,Cat,Suffering,Spayed Female,1 year
A701001,Skit,Dog,Behavior,Intact Male,5 years
A701074,,Cat,Suffering,Intact Male,4 weeks
A701110,Bambi,Dog,Suffering,Spayed Female,3 years
A701111,*Nytrox,Dog,Rabies Risk,Neutered Male,1 year
A701126,,Cat,Suffering,Unknown,5 years
A701143,,Cat,Suffering,Intact Male,5 years
A701161,Annabelle,Cat,Suffering,Spayed Female,13 years
A701186,,Cat,Suffering,Neutered Male,2 years
A701187,*Tandie,Dog,Aggressive,Spayed Female,2 years
A701189,Lando,Cat,Suffering,Unknown,3 years
A701246,*Elsie,Cat,Medical,Spayed Female,7 years
A701292,,Cat,Suffering,Neutered Male,13 years
A701305,,Dog,Suffering,Intact Female,1 year
A701321,Big Foot,Cat,Rabies Risk,Neutered Male,5 years
A701338,,Dog,Suffering,Spayed Female,13 years
A701345,,Dog,Aggressive,Intact Female,3 years
A701346,,Dog,Aggressive,Intact Female,3 years
A701394,,Cat,Suffering,Intact Male,2 years
A701404,,Dog,Suffering,Intact Female,14 years
A701506,,Cat,Suffering,Spayed Female,10 years
A701572,*Bingo,Dog,Suffering,Neutered Male,11 years
A701659,,Cat,Suffering,Intact Female,1 month
A701691,Shadow,Dog,Aggressive,Intact Male,2 years
A701693,,Cat,Suffering,Intact Male,2 years
A701728,Chico,Dog,Aggressive,Intact Male,2 years
A701731,Buster,Dog,Aggressive,Intact Male,8 years
A701757,Alliah,Dog,Suffering,Intact Female,1 year
A701762,,Dog,Suffering,Intact Female,3 years
A701778,Macho,Dog,Suffering,Intact Male,4 years
A701779,*Graham,Cat,Medical,Neutered Male,5 years
A701827,Coco,Dog,Suffering,Intact Female,1 year
A701910,Maia,Dog,Behavior,Spayed Female,1 year
A701914,,Cat,Suffering,Neutered Male,4 years
A701957,Sugar,Dog,Suffering,Spayed Female,2 years
A701991,Ursa,Dog,Aggressive,Intact Female,5 years
A701992,Tau,Dog,Aggressive,Intact Male,5 years
A701998,Danger,Cat,Suffering,Neutered Male,12 years
A702006,,Dog,Aggressive,Spayed Female,5 years
A702032,*Stanley,Cat,Suffering,Intact Male,2 years
A702065,Kush,Dog,Aggressive,Neutered Male,1 year
A702079,,Dog,Suffering,Intact Male,7 years
A702114,Umami,Cat,Suffering,Spayed Female,2 years
A702163,,Cat,Rabies Risk,Unknown,1 year
A702171,,Cat,Suffering,Intact Female,1 year
A702201,*Odie,Cat,Suffering,Intact Male,4 weeks
A702207,,Cat,Suffering,Neutered Male,12 years
A702213,,Cat,Suffering,Spayed Female,1 year
A702220,,Dog,Suffering,Intact Male,2 years
A702221,,Cat,Suffering,Intact Female,4 weeks
A702224,*Peter,Cat,Suffering,Intact Male,4 weeks
A702233,Oreo,Cat,Suffering,Intact Male,9 months
A702243,,Dog,Suffering,Intact Female,1 month
A702245,,Cat,Suffering,Unknown,2 weeks
A702282,,Cat,Rabies Risk,Intact Female,5 months
A702291,Golden Boy,Cat,Suffering,Neutered Male,8 years
A702297,,Dog,Suffering,Intact Female,5 years
A702301,,Cat,Suffering,Intact Female,11 years
A702309,,Dog,Suffering,Unknown,1 month
A702317,,Cat,Suffering,Unknown,1 month
A702321,Grace,Cat,Suffering,Unknown,12 years
A702351,Spike,Dog,Aggressive,Neutered Male,2 years
A702356,,Cat,Suffering,Intact Male,1 month
A702362,,Cat,Suffering,Intact Male,1 year
A702373,Mane,Dog,Aggressive,Neutered Male,3 years
A702389,,Cat,Suffering,Intact Female,2 years
A702486,Hennesy,Dog,Aggressive,Intact Male,2 years
A702487,*Dolly,Dog,Suffering,Spayed Female,3 years
A702509,,Dog,Suffering,Intact Male,5 months
A702510,,Cat,Suffering,Unknown,1 month
A702522,Beast,Dog,Suffering,Intact Male,1 year
A702553,,Dog,Medical,Intact Female,4 weeks
A702564,,Cat,Suffering,Intact Female,7 months
A702573,,Cat,Suffering,Neutered Male,3 years
A702590,Negra,Dog,Aggressive,Spayed Female,2 years
A702630,*Swirly Girl,Cat,Suffering,Intact Female,4 months
A702705,*Adrianna,Dog,Aggressive,Spayed Female,1 year
A702756,,Cat,Suffering,Intact Male,3 weeks
A702775,,Cat,Suffering,Intact Male,10 years
A702779,,Cat,Suffering,Intact Female,1 month
A702817,,Cat,Suffering,Unknown,1 weeks
A702818,,Cat,Suffering,Unknown,1 weeks
A702819,,Cat,Suffering,Unknown,1 weeks
A702820,,Cat,Suffering,Unknown,1 weeks
A702876,,Cat,Suffering,Intact Male,1 year
A702878,,Cat,Suffering,Intact Male,1 month
A702883,Bubush,Cat,Suffering,Neutered Male,18 years
A702894,Popeye,Dog,Suffering,Intact Male,3 years
A702918,,Cat,Suffering,Intact Female,2 years
A702927,*Gretchen,Dog,Medical,Spayed Female,2 years
A702945,,Cat,Suffering,Unknown,2 days
A702960,,Cat,Suffering,Intact Female,1 year
A702993,Chiquis,Dog,Suffering,Spayed Female,3 years
A703057,Charles,Dog,Aggressive,Intact Male,1 year
A703075,,Cat,Suffering,Intact Male,2 weeks
A703094,,Dog,Suffering,Intact Male,8 years
A703102,,Cat,Suffering,Unknown,4 weeks
A703137,Chakal,Dog,Suffering,Intact Male,11 years
A703179,,Cat,Suffering,Intact Male,1 month
A703233,,Cat,Suffering,Intact Male,4 years
A703236,Tinkerbell,Dog,Suffering,Unknown,9 years
A703269,,Dog,Suffering,Intact Female,3 months
A703334,*Gonzo,Dog,Aggressive,Intact Male,2 years
A703381,,Cat,Suffering,Intact Female,1 year
A703396,,Dog,Rabies Risk,Intact Male,5 months
A703415,*Cooper,Dog,Behavior,Neutered Male,2 years
A703431,,Dog,Aggressive,Intact Male,1 year
A703464,,Cat,Suffering,Unknown,4 weeks
A703465,,Cat,Suffering,Unknown,4 weeks
A703466,,Cat,Suffering,Unknown,4 weeks
A703467,,Cat,Suffering,Unknown,4 weeks
A703471,,Dog,Suffering,Intact Female,3 years
A703477,,Cat,Medical,Intact Male,1 month
A703485,Herman,Cat,Suffering,Neutered Male,5 years
A703494,*Stormy,Cat,Suffering,Intact Female,1 month
A703504,,Dog,Suffering,Intact Female,2 years
A703505,,Cat,Suffering,Intact Male,2 years
A703570,,Dog,Suffering,Intact Male,2 years
A703648,,Cat,Suffering,Intact Female,1 year
A703664,,Cat,Suffering,Intact Male,2 years
A703727,*Crispin,Cat,Suffering,Intact Male,1 month
A703742,,Cat,Suffering,Intact Female,1 month
A703771,,Cat,Suffering,Intact Male,1 month
A703795,Trax,Cat,Rabies Risk,Neutered Male,14 years
A703888,,Dog,Suffering,Intact Male,1 year
A703889,,Dog,Suffering,Intact Male,5 years
A703908,*Pony,Cat,Suffering,Intact Male,4 weeks
A703921,,Cat,Suffering,Intact Female,4 weeks
A703956,,Dog,Suffering,Spayed Female,14 years
A703994,*Cherry,Cat,Suffering,Intact Female,8 months
A704038,,Cat,Suffering,Intact Male,2 years
A704082,Diamond,Dog,Aggressive,Intact Female,2 years
A704085,Red,Dog,Aggressive,Intact Male,4 years
A704115,,Cat,Suffering,Unknown,1 month
A704118,*Marshall,Cat,Suffering,Intact Male,1 month
A704119,*Martina,Cat,Suffering,Intact Female,1 month
A704130,Layla,Dog,Suffering,Spayed Female,13 years
A704142,,Cat,Suffering,Spayed Female,12 years
A704143,Puppy,Dog,Aggressive,Intact Male,2 years
A704146,,Cat,Suffering,Intact Male,1 month
A704152,,Cat,Suffering,Intact Male,2 years
A704198,,Cat,Suffering,Unknown,1 month
A704201,,Cat,Suffering,Intact Female,8 years
A704219,,Dog,Medical,Intact Female,3 weeks
A704224,,Cat,Suffering,Intact Male,1 year
A704247,,Dog,Aggressive,Spayed Female,1 year
A704259,,Cat,Suffering,Intact Male,4 months
A704264,*Sophie,Dog,Aggressive,Intact Female,5 years
A704266,,Cat,Suffering,Intact Male,1 month
A704294,,Cat,Suffering,Intact Female,1 year
A704297,,Cat,Suffering,Intact Male,1 month
A704303,Koko,Dog,Aggressive,Intact Female,1 year
A704370,,Cat,Suffering,Spayed Female,12 years
A704372,,Dog,Suffering,Intact Male,2 years
A704374,,Cat,Suffering,Neutered Male,6 years
A704421,Abel,Dog,Behavior,Neutered Male,4 years
A704443,,Cat,Suffering,Spayed Female,2 years
A704454,,Cat,Rabies Risk,Intact Female,1 year
A704465,*Ennis,Cat,Suffering,Intact Male,1 month
A704468,*Ernie,Cat,Suffering,Intact Male,1 month
A704484,,Cat,Medical,Intact Female,2 weeks
A704508,,Cat,Suffering,Intact Male,2 years
A704524,,Cat,Suffering,Intact Female,1 week
A704538,,Cat,Suffering,Intact Male,7 years
A704629,Ivy,Dog,Suffering,Intact Female,9 months
A704669,,Cat,Rabies Risk,Unknown,3 months
A704682,,Dog,Suffering,Intact Male,2 years
A704700,Tom,Cat,Suffering,Neutered Male,2 years
A704729,,Cat,Suffering,Unknown,2 weeks
A704743,,Cat,Suffering,Unknown,4 weeks
A704759,,Cat,Suffering,Unknown,10 years
A704763,*Welby,Cat,Suffering,Intact Male,1 month
A704764,,Cat,Suffering,Intact Male,2 years
A704771,*Isaac,Dog,Aggressive,Intact Male,1 year
A704775,,Cat,Suffering,Intact Male,3 years
A704791,*Doc,Cat,Suffering,Neutered Male,2 months
A704826,,Cat,Suffering,Intact Female,13 years
A704863,*Alistair,Cat,Suffering,Intact Male,3 months
A704864,*Artie,Cat,Suffering,Neutered Male,4 months
A704877,,Cat,Suffering,Intact Male,1 year
A704885,Precious,Dog,Suffering,Unknown,6 months
A704927,,Dog,Medical,Intact Female,1 month
A704935,,Dog,Suffering,Intact Female,14 years
A704942,,Dog,Suffering,Intact Female,5 months
A705002,*Jack,Cat,Suffering,Neutered Male,8 years
A705009,*Road Runner,Cat,Suffering,Intact Male,1 month
A705015,Corona,Dog,Aggressive,Intact Female,1 year
A705016,Max,Dog,Aggressive,Neutered Male,1 year
A705018,*Mason,Cat,Suffering,Intact Male,1 month
A705021,*Martell,Cat,Suffering,Intact Male,1 month
A705033,Jet,Cat,Rabies Risk,Intact Male,2 years
A705054,,Cat,Suffering,Unknown,1 year
A705179,,Cat,Suffering,Intact Female,7 months
A705208,,Cat,Suffering,Unknown,1 month
A705211,Charlie,Dog,Aggressive,Neutered Male,2 years
A705231,*Yoga,Dog,Medical,Intact Male,1 month
A705264,,Cat,Suffering,Intact Female,1 year
A705299,Dexter,Dog,Aggressive,Neutered Male,2 years
A705315,,Dog,Suffering,Intact Male,13 years
A705357,,Cat,Medical,Unknown,2 days
A705388,,Cat,Suffering,Intact Male,8 years
A705413,,Cat,Suffering,Intact Male,3 years
A705433,,Dog,Suffering,Intact Male,1 month
A705436,,Cat,Suffering,Intact Male,1 month
A705439,Rocky,Dog,Suffering,Intact Male,3 months
A705475,,Cat,Suffering,Unknown,3 weeks
A705531,,Cat,Suffering,Intact Female,5 years
A705546,,Cat,Suffering,Neutered Male,12 years
A705555,,Cat,Medical,Neutered Male,3 years
A705561,,Cat,Medical,Intact Female,2 months
A705584,,Cat,Suffering,Intact Male,1 month
A705654,*Clementine,Cat,Suffering,Intact Female,1 month
A705655,,Cat,Suffering,Intact Male,1 month
A705656,*Rasberry,Cat,Suffering,Intact Female,1 month
A705657,,Cat,Suffering,Intact Female,1 month
A705713,,Dog,Suffering,Intact Male,1 month
A705761,,Cat,Suffering,Unknown,5 years
A705766,,Cat,Suffering,Neutered Male,8 years
A705816,,Dog,Suffering,Unknown,4 years
A705826,,Dog,Suffering,Intact Female,1 month
A705830,,Cat,Suffering,Intact Male,2 years
A705837,,Cat,Suffering,Intact Male,1 month
A705843,,Dog,Suffering,Intact Female,3 months
A705857,,Cat,Suffering,Intact Male,10 months
A705866,,Cat,Suffering,Intact Female,1 year
A705870,*Brandi,Cat,Suffering,Intact Female,2 months
A705881,,Cat,Suffering,Intact Male,3 years
A705884,*Georgina,Cat,Suffering,Intact Female,2 months
A705979,,Cat,Suffering,Neutered Male,10 years
A705980,,Cat,Suffering,Intact Male,1 month
A705985,,Cat,Suffering,Intact Male,1 month
A705995,Sasha,Dog,Aggressive,Intact Female,5 years
A706106,,Cat,Suffering,Intact Female,2 years
A706134,,Cat,Suffering,Intact Female,1 month
A706151,,Cat,Suffering,Unknown,4 weeks
A706173,*Ford,Cat,Suffering,Neutered Male,10 years
A706201,,Cat,Rabies Risk,Intact Male,2 years
A706214,*Bernice,Dog,Suffering,Spayed Female,13 years
A706229,Elvis,Dog,Suffering,Neutered Male,15 years
A706232,,Cat,Suffering,Intact Male,1 month
A706238,*Alice,Cat,Suffering,Intact Female,2 months
A706262,*Honorina,Cat,Suffering,Intact Female,2 months
A706263,*Houston,Cat,Suffering,Intact Male,2 months
A706270,,Dog,Suffering,Intact Male,5 months
A706310,Zora,Cat,Suffering,Intact Female,16 years
A706415,,Dog,Suffering,Neutered Male,2 years
A706422,,Cat,Suffering,Intact Female,1 month
A706442,,Dog,Suffering,Intact Male,2 years
A706453,,Dog,Suffering,Intact Male,7 years
A706455,,Dog,Suffering,Intact Female,12 years
A706483,Monkey,Cat,Suffering,Intact Female,3 years
A706501,Randy,Dog,Suffering,Intact Male,9 years
A706529,,Cat,Suffering,Neutered Male,4 years
A706553,Chyna,Dog,Suffering,Intact Female,8 months
A706577,,Dog,Suffering,Intact Female,9 years
A706595,,Cat,Suffering,Intact Male,3 weeks
A706682,,Cat,Suffering,Intact Male,1 month
A706694,,Cat,Suffering,Unknown,4 weeks
A706695,,Cat,Suffering,Unknown,4 weeks
A706731,Lucky,Dog,Aggressive,Intact Male,2 years
A706808,,Cat,Suffering,Intact Female,1 month
A706809,,Cat,Suffering,Intact Female,1 month
A706810,,Cat,Suffering,Intact Female,1 month
A706818,,Cat,Suffering,Intact Female,4 months
A706832,,Cat,Suffering,Unknown,2 years
A706850,,Cat,Suffering,Intact Male,3 weeks
A706859,,Cat,Suffering,Intact Male,5 years
A706866,,Cat,Suffering,Intact Male,8 years
A706938,,Dog,Suffering,Neutered Male,9 years
A706953,,Dog,Medical,Intact Female,6 months
A706954,,Cat,Suffering,Intact Male,1 month
A706955,,Cat,Suffering,Intact Female,4 weeks
A706957,,Dog,Suffering,Intact Female,9 years
A706958,,Dog,Medical,Intact Male,3 years
A706961,,Dog,Medical,Intact Female,2 years
A706963,,Cat,Suffering,Unknown,4 months
A706970,Colby,Dog,Suffering,Neutered Male,7 years
A707037,*Cassie,Dog,Aggressive,Spayed Female,3 years
A707046,Jameson,Dog,Rabies Risk,Neutered Male,3 years
A707060,,Cat,Suffering,Intact Male,1 month
A707097,Lily,Cat,Rabies Risk,Spayed Female,1 year
A707148,*Tonka,Dog,Aggressive,Intact Male,2 years
A707159,,Dog,Suffering,Intact Male,1 month
A707255,Cheyenne,Dog,Suffering,Spayed Female,13 years
A707269,,Cat,Suffering,Unknown,5 years
A707401,,Cat,Suffering,Spayed Female,13 years
A707412,,Dog,Suffering,Intact Female,6 years
A707422,,Cat,Suffering,Intact Female,2 months
A707429,,Dog,Suffering,Unknown,0 years
A707498,,Cat,Suffering,Unknown,1 year
A707507,,Cat,Suffering,Intact Male,1 year
A707518,,Dog,Suffering,Intact Male,3 years
A707551,,Cat,Suffering,Intact Male,1 month
A707564,,Cat,Suffering,Intact Male,1 month
A707570,,Dog,Behavior,Intact Male,2 years
A707649,,Dog,Suffering,Intact Male,10 years
A707696,,Dog,Suffering,Intact Male,1 month
A707714,,Cat,Suffering,Neutered Male,4 years
A707747,,Dog,Suffering,Intact Male,2 years
A707786,Comino,Dog,Suffering,Neutered Male,6 years
A707879,,Cat,Suffering,Spayed Female,9 years
A707882,,Cat,Suffering,Intact Female,12 years
A707918,,Cat,Medical,Intact Male,1 year
A707923,Little Man,Cat,Medical,Neutered Male,15 years
A708003,,Cat,Suffering,Intact Male,1 month
A708004,,Cat,Suffering,Intact Female,1 month
A708042,*Irene,Dog,Medical,Spayed Female,2 years
A708078,,Cat,Suffering,Intact Female,9 years
A708089,,Cat,Suffering,Intact Female,5 months
A708092,,Cat,Suffering,Intact Female,1 year
A708173,,Dog,Suffering,Intact Female,1 year
A708341,,Cat,Suffering,Unknown,4 months
A708369,,Cat,Suffering,Intact Male,1 year
A708437,,Cat,Suffering,Spayed Female,2 years
A708445,,Cat,Suffering,Neutered Male,8 years
A708461,,Cat,Suffering,Unknown,2 years
A708497,,Cat,Suffering,Intact Female,2 days
A708546,,Cat,Suffering,Unknown,2 weeks
A708583,Lucky,Dog,Suffering,Unknown,4 years
A708630,Chloe,Dog,Suffering,Spayed Female,4 months
A708665,,Cat,Suffering,Intact Female,4 years
A708715,,Cat,Suffering,Intact Male,2 years
A708753,,Cat,Suffering,Intact Male,2 months
A708757,Scooter,Cat,Suffering,Neutered Male,16 years
A708774,Chiquita,Dog,Suffering,Intact Female,6 years
A708786,,Dog,Aggressive,Intact Male,2 years
A708799,,Cat,Suffering,Neutered Male,15 years
A708862,*Valejo,Dog,Aggressive,Intact Male,3 years
A708863,,Cat,Suffering,Unknown,1 month
A708922,Ruby,Dog,Suffering,Spayed Female,14 years
A708938,,Cat,Suffering,Intact Male,4 months
A709007,,Cat,Medical,Intact Female,4 months
A709053,,Dog,Suffering,Intact Female,5 years
A709075,,Cat,Suffering,Intact Male,2 weeks
A709076,*Roo,Cat,Suffering,Intact Female,3 weeks
A709171,,Cat,Suffering,Intact Female,1 year
