,animal_id,name,animal_type,outcome_subtype,sex_upon_outcome,age_upon_outcome
676,A673611,Blackie,Dog,Aggressive,Male,2 years
1774,A701992,Tau,Dog,Aggressive,Male,5 years
883,A679533,Star,Dog,Aggressive,Female,3 years
520,A669416,Espana,Dog,Aggressive,Female,1 year
1707,A700027,,Dog,Aggressive,Female,1 year
2333,A721573,Squirt,Dog,Aggressive,Male,1 year
508,A669105,*Roscoe,Dog,Aggressive,Male,2 years
509,A669130,Benjaman,Dog,Aggressive,Male,5 years
510,A669133,*Q,Dog,Aggressive,Male,4 years
2332,A721565,Arthur,Dog,Aggressive,Male,9 years
2115,A710763,Ralph,Dog,Aggressive,Male,5 years
1778,A702065,Kush,Dog,Aggressive,Male,1 year
2338,A721777,Luna,Dog,Aggressive,Female,4 years
514,A669240,,Dog,Aggressive,Male,4 years
2588,A737358,Bear,Dog,Aggressive,Male,1 year
1776,A702006,,Dog,Aggressive,Female,5 years
483,A668438,,Dog,Aggressive,Male,2 years
1773,A701991,Ursa,Dog,Aggressive,Female,5 years
485,A668440,,Dog,Aggressive,Male,< 1 year
2330,A721442,,Dog,Aggressive,Female,1 year
523,A669485,Shades,Dog,Aggressive,Male,2 years
2116,A710853,Oso,Dog,Aggressive,Male,2 years
2112,A710720,Honey,Dog,Aggressive,Female,2 years
502,A668912,Bella,Dog,Aggressive,Female,3 years
501,A668893,Axel,Dog,Aggressive,Male,2 years
474,A668210,Hazel,Dog,Aggressive,Female,2 years
2546,A734221,Dro,Dog,Aggressive,Male,2 years
2104,A710451,Henry,Dog,Aggressive,Male,4 years
481,A668421,Babaloo,Dog,Aggressive,Male,2 years
1096,A684871,Boomer,Dog,Aggressive,Male,1 year
482,A668433,*Hoop,Dog,Aggressive,Male,2 years
1120,A685301,Brandie,Dog,Aggressive,Female,2 years
1731,A700769,Max,Dog,Aggressive,Male,1 year
570,A670477,*Mika,Dog,Aggressive,Female,1 year
562,A670331,,Dog,Aggressive,Female,2 years
1486,A694167,Zeus,Dog,Aggressive,Male,1 year
2105,A710453,Spawn,Dog,Aggressive,Male,3 years
492,A668586,Marley,Dog,Aggressive,Female,1 year
1451,A693517,*Chelsea,Dog,Aggressive,Female,2 years
496,A668674,*Ernie,Dog,Aggressive,Male,< 1 year
497,A668675,*Bert,Dog,Aggressive,Male,< 1 year
1132,A685595,Gabriel,Dog,Aggressive,Male,1 year
524,A669535,*Malachi,Dog,Aggressive,Male,5 years
1140,A685760,,Dog,Aggressive,Male,3 years
2329,A721441,,Dog,Aggressive,Female,2 years
1470,A693856,Jizzle,Dog,Aggressive,Male,1 year
486,A668441,,Dog,Aggressive,Female,< 1 year
2582,A737070,Taz,Dog,Aggressive,Male,1 year
484,A668439,,Dog,Aggressive,Male,1 year
1747,A701187,*Tandie,Dog,Aggressive,Female,2 years
487,A668493,,Dog,Aggressive,Female,2 years
1488,A694181,Gorilla,Dog,Aggressive,Male,2 years
582,A670821,Dekota,Dog,Aggressive,Female,4 years
2317,A720802,Diesel,Dog,Aggressive,Male,1 year
584,A670925,Charlie,Dog,Aggressive,Male,2 years
1491,A694215,Travis,Dog,Aggressive,Male,2 years
2310,A720388,Precious,Dog,Aggressive,Female,2 years
1076,A684321,Snoop Dog,Dog,Aggressive,Female,2 years
592,A671161,Cash,Dog,Aggressive,Male,2 years
1075,A684320,Missy,Dog,Aggressive,Female,2 years
1074,A684319,Kisses,Dog,Aggressive,Female,2 years
490,A668530,,Dog,Aggressive,Female,2 years
1426,A692855,*Nero,Dog,Aggressive,Male,2 years
585,A670952,Tiger,Dog,Aggressive,Male,8 years
1418,A692500,Kayo,Dog,Aggressive,Male,6 years
1104,A684980,Gyula,Dog,Aggressive,Male,3 years
448,A667284,,Dog,Aggressive,Male,2 years
2127,A711339,Sadie Rose,Dog,Aggressive,Female,2 years
1764,A701731,Buster,Dog,Aggressive,Male,8 years
1763,A701728,Chico,Dog,Aggressive,Male,2 years
538,A669749,*Boxer,Dog,Aggressive,Male,2 years
539,A669784,*Precious,Dog,Aggressive,Female,1 year
2124,A711079,Phoebe,Dog,Aggressive,Female,6 years
1761,A701691,Shadow,Dog,Aggressive,Male,2 years
2928,A761428,Willie,Dog,Aggressive,Male,2 years
1474,A693989,Lobo,Dog,Aggressive,Male,4 years
547,A669934,Cookie,Dog,Aggressive,Female,2 years
548,A669960,*Fiona,Dog,Aggressive,Female,3 years
1754,A701345,,Dog,Aggressive,Female,3 years
1475,A693991,Oso,Dog,Aggressive,Male,4 years
1193,A687302,Rusty,Dog,Aggressive,Male,3 years
1102,A684975,Harley,Dog,Aggressive,Male,6 years
2517,A731618,Bodie,Dog,Aggressive,Male,4 years
2327,A721435,,Dog,Aggressive,Female,2 years
1071,A684292,,Dog,Aggressive,Male,2 years
1141,A685761,,Dog,Aggressive,Female,1 year
2101,A710357,Gator,Dog,Aggressive,Male,2 years
1192,A687296,,Dog,Aggressive,Female,4 years
371,A665281,Marley,Dog,Aggressive,Male,2 years
373,A665393,Maddie,Cat,Aggressive,Female,4 years
1191,A687295,,Dog,Aggressive,Male,3 years
1425,A692819,Spider,Dog,Aggressive,Male,3 years
1189,A687223,*Michael,Dog,Aggressive,Male,3 years
534,A669646,Beagle,Dog,Aggressive,Female,1 year
1444,A693319,,Dog,Aggressive,Male,2 years
1755,A701346,,Dog,Aggressive,Female,3 years
399,A666173,Cece,Dog,Aggressive,Female,2 years
341,A664812,Blue,Dog,Aggressive,Male,2 years
1804,A702486,Hennesy,Dog,Aggressive,Male,2 years
2503,A730809,Chichi Boy,Cat,Aggressive,Male,2 years
2079,A709342,Gaston,Dog,Aggressive,Male,5 years
1179,A686958,Ace,Dog,Aggressive,Male,6 years
2520,A731828,Milo,Dog,Aggressive,Male,1 year
1429,A692909,Zana,Dog,Aggressive,Female,1 year
2358,A723766,Colonel,Dog,Aggressive,Male,2 years
1195,A687453,,Dog,Aggressive,Male,2 years
366,A665204,Africano,Dog,Aggressive,Male,4 years
335,A664714,*Bruce,Dog,Aggressive,Male,4 years
1212,A688028,*Maximus,Dog,Aggressive,Male,2 years
1211,A688009,Junior,Dog,Aggressive,Male,1 year
387,A665807,Toby,Dog,Aggressive,Male,3 years
339,A664778,Brutus,Dog,Aggressive,Male,4 years
533,A669645,Cookie,Dog,Aggressive,Female,< 1 year
342,A664824,Bella,Dog,Aggressive,Female,5 years
388,A665808,*Cooter,Dog,Aggressive,Male,2 years
348,A664940,Laika,Dog,Aggressive,Female,1 year
1420,A692632,Nala,Dog,Aggressive,Female,5 years
1198,A687590,Rocco,Dog,Aggressive,Male,4 years
1844,A703431,,Dog,Aggressive,Male,1 year
2359,A723767,Princess,Dog,Aggressive,Female,2 years
1840,A703334,*Gonzo,Dog,Aggressive,Male,2 years
2065,A708862,*Valejo,Dog,Aggressive,Male,3 years
394,A666092,,Dog,Aggressive,Male,6 years
470,A668166,Bear,Dog,Aggressive,Male,< 1 year
3009,A768345,Gunner,Dog,Aggressive,Male,5 years
1180,A686962,Chikis,Dog,Aggressive,Female,1 year
1831,A703057,Charles,Dog,Aggressive,Male,1 year
2063,A708786,,Dog,Aggressive,Male,2 years
901,A680081,Coqueta,Dog,Aggressive,Female,3 years
1158,A686297,Boss,Dog,Aggressive,Male,< 1 year
443,A667177,Tigre,Dog,Aggressive,Male,5 years
2344,A722056,Eddie,Dog,Aggressive,Male,3 years
1580,A696520,*Skunky,Dog,Aggressive,Female,2 years
446,A667251,Delilah,Dog,Aggressive,Female,3 years
1447,A693394,Kini,Dog,Aggressive,Female,2 years
457,A667534,Big Mack,Dog,Aggressive,Male,7 years
460,A667616,Arctic,Dog,Aggressive,Male,4 years
1799,A702351,Spike,Dog,Aggressive,Male,2 years
1146,A685845,Sabo,Dog,Aggressive,Male,2 years
2543,A733591,Jordan,Dog,Aggressive,Female,6 years
466,A668001,Jack,Dog,Aggressive,Male,2 years
467,A668002,Zeva,Dog,Aggressive,Female,2 years
433,A666870,*Bambi,Dog,Aggressive,Female,2 years
456,A667532,Buzz,Dog,Aggressive,Male,2 years
1155,A686293,Cali,Dog,Aggressive,Female,3 years
1160,A686371,Taker,Dog,Aggressive,Male,1 year
400,A666175,Cookie,Dog,Aggressive,Female,3 years
1173,A686842,*Herman,Dog,Aggressive,Male,2 years
451,A667363,Peluchin,Dog,Aggressive,Male,2 years
1000,A682707,*Jake,Dog,Aggressive,Male,2 years
2529,A732625,Arthur,Dog,Aggressive,Male,2 years
2087,A709649,Zeus,Dog,Aggressive,Male,1 year
1814,A702705,*Adrianna,Dog,Aggressive,Female,1 year
1440,A693256,Shadow,Dog,Aggressive,Male,< 1 year
421,A666534,,Dog,Aggressive,Male,1 year
1812,A702590,Negra,Dog,Aggressive,Female,2 years
1162,A686510,Smokey,Dog,Aggressive,Male,6 years
1443,A693318,,Dog,Aggressive,Male,2 years
430,A666852,*Bonnie,Dog,Aggressive,Female,1 year
405,A666261,*Emmit,Dog,Aggressive,Male,6 years
754,A675687,Sintex,Dog,Aggressive,Female,1 year
397,A666166,*Elroy,Dog,Aggressive,Male,2 years
972,A681827,Quincy,Dog,Aggressive,Male,3 years
2893,A759097,Kash,Dog,Aggressive,Male,2 years
1070,A684290,Lefty,Dog,Aggressive,Male,< 1 year
786,A676680,Hero,Dog,Aggressive,Female,2 years
1644,A698220,Chikita,Dog,Aggressive,Female,2 years
2270,A718308,*Osiris,Dog,Aggressive,Male,2 years
1728,A700646,Lady,Dog,Aggressive,Female,2 years
800,A677046,,Cat,Aggressive,Male,2 years
2663,A742786,Tiny,Dog,Aggressive,Female,3 years
2657,A742592,Danny,Dog,Aggressive,Male,6 years
799,A677001,Yeti,Dog,Aggressive,Male,1 year
1156,A686294,Lady,Dog,Aggressive,Female,3 years
755,A675789,*Willis,Dog,Aggressive,Male,2 years
1553,A695799,Minion,Dog,Aggressive,Male,3 years
807,A677222,,Dog,Aggressive,Male,2 years
1634,A697856,Black,Dog,Aggressive,Male,8 years
960,A681449,Buster,Dog,Aggressive,Male,4 years
1630,A697794,*Trent,Dog,Aggressive,Male,3 years
958,A681388,Blue,Dog,Aggressive,Male,1 year
819,A677749,,Dog,Aggressive,Male,2 years
1554,A695883,,Dog,Aggressive,Male,5 years
809,A677277,*Pedro,Dog,Aggressive,Male,1 year
783,A676615,Capone,Dog,Aggressive,Male,2 years
1435,A693144,Troy,Dog,Aggressive,Male,3 years
1157,A686296,Zoe,Dog,Aggressive,Female,< 1 year
1534,A695488,Zuko,Dog,Aggressive,Male,6 years
751,A675597,Gorda,Dog,Aggressive,Female,1 year
782,A676585,Molly,Dog,Aggressive,Female,1 year
1583,A696541,,Dog,Aggressive,Female,4 years
781,A676571,Apple,Dog,Aggressive,Female,3 years
756,A675818,Beethoven,Dog,Aggressive,Male,2 years
777,A676434,*Buddy,Dog,Aggressive,Male,2 years
872,A679298,Debo,Dog,Aggressive,Male,6 years
1574,A696390,Roswell,Dog,Aggressive,Male,6 years
2238,A716606,Tanner,Dog,Aggressive,Male,10 years
997,A682664,*Ocho,Dog,Aggressive,Male,2 years
995,A682618,,Dog,Aggressive,Male,5 years
1537,A695504,Coco,Dog,Aggressive,Female,3 years
771,A676234,,Dog,Aggressive,Female,3 years
772,A676236,,Dog,Aggressive,Male,3 years
986,A682248,,Dog,Aggressive,Male,2 years
1197,A687580,Chocolate,Dog,Aggressive,Male,2 years
776,A676355,*Farley,Dog,Aggressive,Male,2 years
450,A667300,*Jones,Dog,Aggressive,Male,2 years
871,A679271,*Nero,Dog,Aggressive,Male,5 years
2266,A718214,Chad,Dog,Aggressive,Male,5 years
826,A677918,Buddy,Dog,Aggressive,Male,7 years
830,A677960,Bungee,Dog,Aggressive,Male,3 years
876,A679396,Blitz,Dog,Aggressive,Male,3 years
914,A680290,Chino,Dog,Aggressive,Male,1 year
877,A679419,*Hoppin' Jon,Dog,Aggressive,Male,2 years
882,A679529,,Dog,Aggressive,Male,2 years
886,A679611,,Dog,Aggressive,Male,3 years
1598,A696941,Dottie,Dog,Aggressive,Female,2 years
1573,A696381,Tiger,Dog,Aggressive,Male,5 years
921,A680501,Blu,Dog,Aggressive,Male,4 years
2719,A747733,Hustler,Dog,Aggressive,Male,2 years
898,A680016,,Dog,Aggressive,Female,4 years
917,A680366,*Stacey,Dog,Aggressive,Female,2 years
2282,A718654,Goliath,Dog,Aggressive,Male,3 years
774,A676345,Parker,Dog,Aggressive,Male,3 years
1506,A694552,Kila,Dog,Aggressive,Female,15 years
2300,A719918,*Linus,Dog,Aggressive,Male,2 years
998,A682676,Tucker,Dog,Aggressive,Male,7 years
764,A676112,Trouble,Dog,Aggressive,Female,1 year
1599,A696954,*Collin,Dog,Aggressive,Male,1 year
1622,A697490,,Dog,Aggressive,Female,1 year
836,A678099,Spartacus,Dog,Aggressive,Male,2 years
838,A678266,Sonny,Dog,Aggressive,Male,1 year
945,A681067,*Summer,Dog,Aggressive,Female,3 years
843,A678428,,Dog,Aggressive,Male,1 year
844,A678433,Roscoe,Dog,Aggressive,Male,2 years
1564,A696120,Mousie,Dog,Aggressive,Female,2 years
1566,A696264,Chocolate,Dog,Aggressive,Male,2 years
854,A678788,Doc,Dog,Aggressive,Male,7 years
856,A678920,Frank,Dog,Aggressive,Male,6 years
1605,A697092,Rocky,Dog,Aggressive,Male,3 years
858,A678976,Major,Dog,Aggressive,Male,1 year
1568,A696276,*Rubix,Dog,Aggressive,Male,2 years
865,A679098,Lola,Dog,Aggressive,Female,1 year
866,A679154,Buddy,Dog,Aggressive,Male,5 years
1569,A696278,,Dog,Aggressive,Male,2 years
2236,A716542,Charlie,Dog,Aggressive,Male,4 years
1623,A697531,,Dog,Aggressive,Female,2 years
2188,A714003,Alexander,Dog,Aggressive,Male,2 years
1666,A698793,Rocky,Dog,Aggressive,Male,4 years
743,A675338,*Carlton,Dog,Aggressive,Male,8 years
637,A672542,Levi,Dog,Aggressive,Male,5 years
1712,A700192,Star,Dog,Aggressive,Female,2 years
1502,A694357,Achilles,Dog,Aggressive,Male,4 years
2871,A757670,Minnie,Dog,Aggressive,Female,3 years
646,A672744,Oso,Dog,Aggressive,Male,3 years
1713,A700194,Hershey,Dog,Aggressive,Female,2 years
2257,A717600,*Crosby,Dog,Aggressive,Male,1 year
650,A672982,King,Dog,Aggressive,Male,3 years
656,A673245,Brownie,Dog,Aggressive,Female,3 years
1509,A694606,,Dog,Aggressive,Female,4 years
1047,A683886,Toby,Dog,Aggressive,Male,2 years
634,A672492,*Ray,Dog,Aggressive,Male,3 years
631,A672383,Yayo,Dog,Aggressive,Male,1 year
1714,A700196,Cookie,Dog,Aggressive,Female,4 years
603,A671452,*Rainer,Dog,Aggressive,Male,2 years
605,A671474,Princess,Dog,Aggressive,Female,6 years
606,A671478,Buddy,Dog,Aggressive,Male,2 years
1069,A684282,Cheyenne,Dog,Aggressive,Female,< 1 year
609,A671547,*Shelby,Dog,Aggressive,Female,2 years
652,A673005,Bella,Dog,Aggressive,Female,2 years
611,A671636,Rocky,Dog,Aggressive,Male,3 years
1705,A699974,Caine,Dog,Aggressive,Male,1 year
691,A674042,Rocko,Dog,Aggressive,Male,4 years
1723,A700426,*Marco,Dog,Aggressive,Male,1 year
614,A671706,,Dog,Aggressive,Female,2 years
1067,A684274,Oreo,Dog,Aggressive,Female,< 1 year
1066,A684272,,Dog,Aggressive,Female,< 1 year
1064,A684265,Heartbreaker,Dog,Aggressive,Male,2 years
622,A672128,Bentley,Dog,Aggressive,Male,6 years
2304,A720232,Tucker,Dog,Aggressive,Male,1 year
1055,A684041,*Bree,Dog,Aggressive,Female,4 years
658,A673275,Prince,Dog,Aggressive,Male,3 years
1039,A683692,,Dog,Aggressive,Female,3 years
685,A673851,*Lily,Dog,Aggressive,Female,1 year
1068,A684277,Shorty,Dog,Aggressive,Male,1 year
1531,A695350,Simba,Dog,Aggressive,Male,1 year
2151,A712059,*Hector,Dog,Aggressive,Male,3 years
2015,A707037,*Cassie,Dog,Aggressive,Female,3 years
1038,A683672,Oso,Dog,Aggressive,Male,2 years
1726,A700536,Junior,Dog,Aggressive,Male,2 years
1679,A699175,Mojo,Dog,Aggressive,Male,4 years
719,A674659,,Dog,Aggressive,Male,2 years
2632,A739779,Capone,Dog,Aggressive,Male,2 years
2286,A718886,Shelton,Dog,Aggressive,Male,2 years
724,A674847,Chichio,Dog,Aggressive,Male,4 years
729,A675038,Coco,Dog,Aggressive,Female,2 years
1673,A698938,Cocoa,Dog,Aggressive,Female,4 years
1530,A695345,*Lacey,Dog,Aggressive,Female,3 years
1669,A698858,Zoe,Dog,Aggressive,Female,3 years
1668,A698857,Doobie,Dog,Aggressive,Male,4 years
742,A675337,Princess,Dog,Aggressive,Female,8 years
2173,A713430,Leo,Dog,Aggressive,Male,2 years
1414,A692449,*Daisy,Dog,Aggressive,Female,2 years
191,A623883,Ghost,Dog,Aggressive,Male,5 years
664,A673422,Cujo,Dog,Aggressive,Male,1 year
1524,A695056,Nala,Dog,Aggressive,Female,3 years
665,A673436,Lucky,Dog,Aggressive,Male,4 years
666,A673466,*Guinness,Dog,Aggressive,Male,4 years
1700,A699870,Perro,Dog,Aggressive,Female,2 years
1513,A694739,*Johnny,Dog,Aggressive,Male,3 years
671,A673540,Doc,Dog,Aggressive,Male,7 years
677,A673670,Lola,Dog,Aggressive,Female,1 year
682,A673774,Charlie,Dog,Aggressive,Male,5 years
683,A673810,Callie,Dog,Aggressive,Female,< 1 year
684,A673830,*Seth,Dog,Aggressive,Male,2 years
715,A674568,Porkchop,Dog,Aggressive,Male,3 years
712,A674511,Lady,Dog,Aggressive,Female,2 years
717,A674628,,Dog,Aggressive,Female,2 years
709,A674489,Boo,Dog,Aggressive,Female,2 years
1681,A699297,*Ruben,Dog,Aggressive,Male,2 years
1045,A683862,Kayla,Dog,Aggressive,Female,6 years
150,A606788,*Brock,Dog,Aggressive,Male,4 years
703,A674347,,Dog,Aggressive,Male,1 year
707,A674472,,Cat,Aggressive,Unknown,3 years
329,A664519,,Dog,Aggressive,Male,6 years
1802,A702373,Mane,Dog,Aggressive,Male,3 years
2366,A724120,Candy,Dog,Aggressive,Female,3 years
180,A619157,Zebra,Dog,Aggressive,Female,3 years
179,A619150,Bruno,Dog,Aggressive,Male,6 years
178,A619134,Bullett,Dog,Aggressive,Male,6 years
3105,A774325,Mateo,Dog,Aggressive,Male,2 years
2385,A724758,*Growler,Dog,Aggressive,Male,1 year
2386,A724857,Chico,Dog,Aggressive,Male,4 years
697,A674158,Zoey,Dog,Aggressive,Female,1 year
168,A615008,*Thauti,Dog,Aggressive,Male,2 years
2178,A713622,Kiki,Dog,Aggressive,Female,2 years
236,A647098,Butch,Dog,Aggressive,Male,4 years
164,A613650,Diamond,Dog,Aggressive,Female,6 years
163,A613553,Beast,Dog,Aggressive,Male,4 years
162,A613536,Titus,Dog,Aggressive,Male,6 years
161,A613290,Boy,Dog,Aggressive,Male,4 years
159,A611931,Sexy,Dog,Aggressive,Female,4 years
158,A611929,Bam Bam,Dog,Aggressive,Male,4 years
156,A610772,Max,Dog,Aggressive,Male,4 years
1279,A689821,Cookie,Dog,Aggressive,Female,1 year
135,A596356,Sophia,Dog,Aggressive,Female,4 years
137,A597415,Bock,Dog,Aggressive,Male,4 years
209,A632814,King,Dog,Aggressive,Male,4 years
169,A615165,Duke,Dog,Aggressive,Male,2 years
202,A629706,Patron,Dog,Aggressive,Male,5 years
165,A613785,Casper,Dog,Aggressive,Male,3 years
140,A598335,Jack,Dog,Aggressive,Male,6 years
138,A597665,Asawan,Dog,Aggressive,Female,5 years
175,A616487,Jack,Dog,Aggressive,Male,4 years
151,A607074,Nala,Dog,Aggressive,Female,2 years
152,A607543,Pitty,Dog,Aggressive,Male,5 years
153,A608475,Wicked,Dog,Aggressive,Male,3 years
154,A609717,Baby,Dog,Aggressive,Female,3 years
144,A601488,Apollo,Dog,Aggressive,Male,3 years
132,A590629,Leonard,Dog,Aggressive,Male,6 years
2463,A728789,King,Dog,Aggressive,Male,2 years
190,A622978,Sugar,Dog,Aggressive,Female,5 years
239,A647492,Bueller,Dog,Aggressive,Male,6 years
238,A647355,Lemur,Dog,Aggressive,Male,7 years
235,A646686,Blue,Dog,Aggressive,Male,1 year
2177,A713621,Killa,Dog,Aggressive,Male,2 years
1883,A704247,,Dog,Aggressive,Female,1 year
699,A674162,Marley,Dog,Aggressive,Male,4 years
139,A598308,Getzy,Dog,Aggressive,Female,4 years
1245,A689039,Bruno,Dog,Aggressive,Male,1 year
1885,A704264,*Sophie,Dog,Aggressive,Female,5 years
1246,A689062,Lita,Dog,Aggressive,Female,5 years
224,A641036,Tug,Dog,Aggressive,Male,4 years
222,A640789,Cupulin,Dog,Aggressive,Male,2 years
1889,A704303,Koko,Dog,Aggressive,Female,1 year
218,A637670,Shadow,Dog,Aggressive,Female,4 years
217,A637506,Molly,Dog,Aggressive,Female,2 years
215,A636900,Kountry,Dog,Aggressive,Male,4 years
214,A636828,Boss,Dog,Aggressive,Male,2 years
2019,A707148,*Tonka,Dog,Aggressive,Male,2 years
232,A645075,Bear,Dog,Aggressive,Male,6 years
2459,A728564,,Dog,Aggressive,Female,3 years
230,A643090,Shiner,Dog,Aggressive,Male,2 years
1706,A699976,Smokey,Dog,Aggressive,Female,2 years
1670,A698859,Shadow,Dog,Aggressive,Female,3 years
197,A628159,Delgado,Dog,Aggressive,Male,4 years
200,A629162,Red,Dog,Aggressive,Female,4 years
1265,A689422,*Belle,Dog,Aggressive,Female,7 years
201,A629207,*Teddy Bear,Dog,Aggressive,Male,8 years
203,A630068,Princess,Dog,Aggressive,Female,5 years
204,A630172,Hazel,Dog,Aggressive,Female,3 years
206,A631538,Equinox,Dog,Aggressive,Male,2 years
208,A632584,*Liberty,Dog,Aggressive,Female,2 years
213,A636667,Spark,Dog,Aggressive,Male,2 years
131,A590089,Chino,Dog,Aggressive,Female,5 years
130,A586665,Pichin,Dog,Aggressive,Male,4 years
127,A585940,Brolli,Dog,Aggressive,Male,5 years
67,A525938,Rocky,Dog,Aggressive,Male,6 years
66,A523396,Star,Dog,Aggressive,Female,6 years
1997,A706731,Lucky,Dog,Aggressive,Male,2 years
63,A519888,Luke,Dog,Aggressive,Male,6 years
1304,A690423,Lolly,Dog,Aggressive,Female,4 years
1305,A690435,*Portia,Dog,Aggressive,Female,5 years
192,A624949,Axle,Dog,Aggressive,Male,3 years
58,A507614,Madaket,Dog,Aggressive,Male,6 years
732,A675120,,Dog,Aggressive,Female,1 year
55,A498842,Shine,Dog,Aggressive,Male,8 years
1308,A690456,Bonnie,Dog,Aggressive,Female,4 years
1935,A705299,Dexter,Dog,Aggressive,Male,2 years
2398,A725440,Bonbon,Dog,Aggressive,Female,2 years
1373,A691828,Lily,Dog,Aggressive,Female,2 years
47,A487470,Midnight,Dog,Aggressive,Male,9 years
43,A476706,Rocky,Dog,Aggressive,Male,8 years
125,A584452,Tuck,Dog,Aggressive,Male,7 years
42,A473179,Rodeo,Dog,Aggressive,Male,7 years
1932,A705211,Charlie,Dog,Aggressive,Male,2 years
1351,A691337,Pup,Dog,Aggressive,Female,2 years
1355,A691405,Angel,Dog,Aggressive,Female,3 years
1969,A705995,Sasha,Dog,Aggressive,Female,5 years
1347,A691306,Kane,Dog,Aggressive,Male,4 years
1345,A691292,,Dog,Aggressive,Male,2 years
2426,A727426,Jj,Dog,Aggressive,Male,2 years
1302,A690405,Parker,Dog,Aggressive,Male,4 years
1332,A691012,Pj,Dog,Aggressive,Male,4 years
1326,A690820,Honey,Dog,Aggressive,Female,5 years
1369,A691719,Georgia,Dog,Aggressive,Female,2 years
28,A380320,Scooby,Dog,Aggressive,Male,9 years
1322,A690794,Lennon,Dog,Aggressive,Male,1 year
1321,A690790,,Dog,Aggressive,Male,3 years
36,A448750,Odie,Dog,Aggressive,Male,9 years
1329,A690845,*Big Red,Dog,Aggressive,Male,3 years
70,A529890,Vegas,Dog,Aggressive,Male,9 years
71,A530190,Tyco,Dog,Aggressive,Male,9 years
69,A527170,Olive,Dog,Aggressive,Female,6 years
99,A560718,Coco,Dog,Aggressive,Female,5 years
100,A562220,Scooby,Dog,Aggressive,Male,5 years
101,A562221,Silver,Dog,Aggressive,Female,6 years
103,A563010,Nikki,Dog,Aggressive,Female,8 years
106,A565312,Bella,Dog,Aggressive,Female,5 years
107,A565498,Dukey,Dog,Aggressive,Male,7 years
1292,A690146,Tiger,Dog,Aggressive,Male,4 years
111,A568219,Max,Dog,Aggressive,Male,5 years
1911,A704771,*Isaac,Dog,Aggressive,Male,1 year
1281,A689827,Hulk,Dog,Aggressive,Male,3 years
119,A577780,Brandie,Dog,Aggressive,Female,7 years
122,A580685,Bella,Dog,Aggressive,Female,4 years
123,A582002,Rocky,Dog,Aggressive,Male,6 years
113,A569147,Blou,Dog,Aggressive,Male,4 years
315,A664105,*Dodger,Dog,Aggressive,Male,3 years
56,A500002,Bruce Lee,Dog,Aggressive,Male,7 years
273,A657708,*Jolene,Dog,Aggressive,Female,2 years
89,A548939,Leo,Dog,Aggressive,Male,7 years
2394,A725175,Junior,Dog,Aggressive,Male,5 years
3141,A780441,Junior,Dog,Aggressive,Male,2 years
75,A537247,Ambrot,Dog,Aggressive,Male,6 years
1381,A691902,Chichita,Dog,Aggressive,Female,1 year
77,A539388,Chloe,Dog,Aggressive,Female,6 years
78,A539485,Chuny,Dog,Aggressive,Male,6 years
1293,A690147,Bruiser,Dog,Aggressive,Male,11 years
193,A625197,Chloe,Dog,Aggressive,Female,3 years
1257,A689194,*Nimby,Dog,Aggressive,Male,3 years
1297,A690256,*Mimi,Dog,Aggressive,Female,1 year
84,A545127,Ittybitty,Dog,Aggressive,Female,6 years
85,A547472,Guerra,Dog,Aggressive,Female,5 years
87,A548112,Grimm,Dog,Aggressive,Male,5 years
1295,A690217,Moose,Dog,Aggressive,Male,1 year
81,A543178,Ernest T,Dog,Aggressive,Male,8 years
245,A649385,*Dusty,Dog,Aggressive,Female,4 years
148,A605804,Shayla,Dog,Aggressive,Female,4 years
255,A651249,Blackie,Dog,Aggressive,Female,3 years
303,A663546,*Gage,Dog,Aggressive,Male,2 years
275,A657753,Wiz,Dog,Aggressive,Male,1 year
295,A663299,Jedi,Dog,Aggressive,Male,4 years
1870,A704085,Red,Dog,Aggressive,Male,4 years
274,A657709,*Roy,Dog,Aggressive,Male,2 years
321,A664270,Champ,Dog,Aggressive,Male,3 years
264,A654483,Chocolate,Dog,Aggressive,Male,2 years
254,A650905,Bella,Dog,Aggressive,Female,3 years
311,A663962,Terra,Dog,Aggressive,Female,2 years
240,A647538,Rocky,Dog,Aggressive,Male,4 years
96,A558566,Honey,Dog,Aggressive,Female,5 years
1924,A705015,Corona,Dog,Aggressive,Female,1 year
305,A663692,Austin,Dog,Aggressive,Male,6 years
257,A651299,Fiona,Dog,Aggressive,Female,2 years
299,A663346,*July,Dog,Aggressive,Female,1 year
1238,A688768,*Tiffany,Dog,Aggressive,Female,1 year
2371,A724509,Trooper,Dog,Aggressive,Male,1 year
1925,A705016,Max,Dog,Aggressive,Male,1 year
263,A654355,Kilo,Dog,Aggressive,Male,1 year
251,A650073,Blackberry,Dog,Aggressive,Female,3 years
1239,A688785,,Dog,Aggressive,Male,2 years
261,A652513,Peaches,Dog,Aggressive,Female,3 years
1876,A704143,Puppy,Dog,Aggressive,Male,2 years
281,A660156,Big Boy,Dog,Aggressive,Male,4 years
287,A661916,Bella,Dog,Aggressive,Female,2 years
324,A664326,*Wilbur,Dog,Aggressive,Male,1 year
2488,A729683,Jax,Dog,Aggressive,Male,4 years
300,A663347,Crash,Dog,Aggressive,Male,6 years
320,A664259,*Petunia,Dog,Aggressive,Female,5 years
297,A663328,*Jimmy,Dog,Aggressive,Male,5 years
282,A660295,Blue,Dog,Aggressive,Male,2 years
